author;term;termCount;totalTerms;articleCount;totalArticles;termPercent;inverseDocumentFrequency;criterion
AaronPressman;dispute;4;18783;4;50;0.021;3.43;0.073
AaronPressman;render;7;18783;7;50;0.037;5.339;0.199
AaronPressman;introduced;18;18783;13;50;0.096;3.249;0.311
AaronPressman;senator;4;18783;3;50;0.021;5.185;0.11
AaronPressman;richard;3;18783;2;50;0.016;3.004;0.048
AaronPressman;justices;6;18783;2;50;0.032;6.725;0.215
AaronPressman;derivative;3;18783;1;50;0.016;6.032;0.096
AaronPressman;investments;4;18783;2;50;0.021;2.897;0.062
AaronPressman;fraudulent;5;18783;2;50;0.027;6.725;0.179
AaronPressman;sophisticated;5;18783;3;50;0.027;4.04;0.108
AaronPressman;allowed;16;18783;14;50;0.085;2.637;0.225
AaronPressman;instruments;5;18783;4;50;0.027;4.135;0.11
AaronPressman;participants;4;18783;4;50;0.021;4.566;0.097
AaronPressman;recent;3;18783;3;50;0.016;1.454;0.023
AaronPressman;years;7;18783;7;50;0.037;0.904;0.034
AaronPressman;added;23;18783;18;50;0.122;1.269;0.155
AaronPressman;request;3;18783;3;50;0.016;3.817;0.061
AaronPressman;rulings;4;18783;3;50;0.021;5.521;0.118
AaronPressman;hear;5;18783;3;50;0.027;4.241;0.113
AaronPressman;minear;4;18783;1;50;0.021;7.824;0.167
AaronPressman;representative;4;18783;4;50;0.021;3.953;0.084
AaronPressman;did;16;18783;12;50;0.085;1.572;0.134
AaronPressman;type;4;18783;4;50;0.021;3.665;0.078
AaronPressman;value;6;18783;4;50;0.032;1.913;0.061
AaronPressman;stock;5;18783;3;50;0.027;1.238;0.033
AaronPressman;bond;9;18783;5;50;0.048;3.781;0.181
AaronPressman;passed;8;18783;5;50;0.043;3.799;0.162
AaronPressman;justice;14;18783;7;50;0.075;3.335;0.249
AaronPressman;drew;3;18783;3;50;0.016;4.328;0.069
AaronPressman;chief;8;18783;7;50;0.043;1.185;0.05
AaronPressman;greater;5;18783;5;50;0.027;3.18;0.085
AaronPressman;true;3;18783;2;50;0.016;3.65;0.058
AaronPressman;doesn;3;18783;3;50;0.016;3.324;0.053
AaronPressman;lawyer;4;18783;4;50;0.021;3.73;0.079
AaronPressman;wall;7;18783;7;50;0.037;2.491;0.093
AaronPressman;street;11;18783;9;50;0.059;2.303;0.135
AaronPressman;filed;3;18783;3;50;0.016;3.781;0.06
AaronPressman;support;12;18783;9;50;0.064;2.327;0.149
AaronPressman;position;7;18783;6;50;0.037;2.189;0.082
AaronPressman;additional;3;18783;3;50;0.016;3.115;0.05
AaronPressman;drive;7;18783;5;50;0.037;3.004;0.112
AaronPressman;overseas;3;18783;3;50;0.016;2.755;0.044
AaronPressman;competitors;3;18783;3;50;0.016;3.115;0.05
AaronPressman;chairwoman;6;18783;6;50;0.032;5.878;0.188
AaronPressman;attended;6;18783;5;50;0.032;4.646;0.148
AaronPressman;declined;3;18783;3;50;0.016;1.83;0.029
AaronPressman;comment;14;18783;12;50;0.075;2.071;0.154
AaronPressman;introduce;5;18783;5;50;0.027;3.799;0.101
AaronPressman;customers;7;18783;6;50;0.037;2.01;0.075
AaronPressman;survey;6;18783;2;50;0.032;3.634;0.116
AaronPressman;friday;19;18783;13;50;0.101;1.463;0.148
AaronPressman;adults;4;18783;2;50;0.021;5.259;0.112
AaronPressman;according;17;18783;14;50;0.091;2.022;0.183
AaronPressman;poll;10;18783;2;50;0.053;3.932;0.209
AaronPressman;harris;10;18783;4;50;0.053;4.566;0.243
AaronPressman;late;4;18783;4;50;0.021;1.889;0.04
AaronPressman;september;4;18783;2;50;0.021;1.952;0.042
AaronPressman;beginning;3;18783;3;50;0.016;3.088;0.049
AaronPressman;computers;11;18783;4;50;0.059;3.053;0.179
AaronPressman;half;3;18783;3;50;0.016;1.682;0.027
AaronPressman;adult;5;18783;3;50;0.027;5.745;0.153
AaronPressman;activities;16;18783;9;50;0.085;3.053;0.26
AaronPressman;chairman;24;18783;15;50;0.128;1.323;0.169
AaronPressman;america;17;18783;14;50;0.091;2.323;0.21
AaronPressman;lay;4;18783;4;50;0.021;4.298;0.092
AaronPressman;claim;3;18783;3;50;0.016;4.04;0.065
AaronPressman;subscribers;4;18783;4;50;0.021;3.781;0.081
AaronPressman;january;5;18783;5;50;0.027;2.291;0.061
AaronPressman;provide;13;18783;8;50;0.069;2.348;0.162
AaronPressman;content;5;18783;5;50;0.027;3.665;0.098
AaronPressman;faced;4;18783;4;50;0.021;3.48;0.074
AaronPressman;competition;9;18783;6;50;0.048;2.151;0.103
AaronPressman;amp;15;18783;11;50;0.08;1.636;0.131
AaronPressman;looking;6;18783;5;50;0.032;2.107;0.067
AaronPressman;source;5;18783;4;50;0.027;2.408;0.064
AaronPressman;revenue;13;18783;11;50;0.069;2.521;0.174
AaronPressman;interested;5;18783;5;50;0.027;3.189;0.085
AaronPressman;usage;10;18783;6;50;0.053;4.646;0.247
AaronPressman;come;7;18783;6;50;0.037;1.84;0.069
AaronPressman;getting;8;18783;8;50;0.043;2.536;0.108
AaronPressman;time;25;18783;17;50;0.133;1.134;0.151
AaronPressman;users;12;18783;7;50;0.064;3.189;0.204
AaronPressman;hours;8;18783;2;50;0.043;3.004;0.128
AaronPressman;april;5;18783;3;50;0.027;2.561;0.068
AaronPressman;findings;4;18783;4;50;0.021;4.78;0.102
AaronPressman;studies;13;18783;9;50;0.069;4.04;0.28
AaronPressman;graduate;4;18783;3;50;0.021;5.745;0.122
AaronPressman;degrees;3;18783;3;50;0.016;5.259;0.084
AaronPressman;high;4;18783;4;50;0.021;1.295;0.028
AaronPressman;based;9;18783;8;50;0.048;0.998;0.048
AaronPressman;percentage;4;18783;4;50;0.021;3.507;0.075
AaronPressman;points;3;18783;3;50;0.016;2.567;0.041
AaronPressman;hewlett;4;18783;1;50;0.021;4.733;0.101
AaronPressman;packard;4;18783;1;50;0.021;4.566;0.097
AaronPressman;monday;3;18783;3;50;0.016;1.435;0.023
AaronPressman;encoding;5;18783;5;50;0.027;6.032;0.161
AaronPressman;key;42;18783;9;50;0.224;1.779;0.398
AaronPressman;development;8;18783;7;50;0.043;2.025;0.086
AaronPressman;intended;4;18783;3;50;0.021;3.835;0.082
AaronPressman;growth;14;18783;12;50;0.075;1.536;0.115
AaronPressman;worldwide;4;18783;4;50;0.021;2.755;0.059
AaronPressman;strict;3;18783;3;50;0.016;4.492;0.072
AaronPressman;export;46;18783;10;50;0.245;2.749;0.673
AaronPressman;encryption;65;18783;14;50;0.346;4.934;1.707
AaronPressman;abroad;4;18783;3;50;0.021;3.26;0.069
AaronPressman;booming;3;18783;3;50;0.016;4.063;0.065
AaronPressman;person;6;18783;4;50;0.032;3.912;0.125
AaronPressman;card;7;18783;6;50;0.037;3.854;0.144
AaronPressman;criminals;5;18783;4;50;0.027;5.185;0.138
AaronPressman;read;3;18783;3;50;0.016;4.241;0.068
AaronPressman;password;8;18783;8;50;0.043;5.521;0.235
AaronPressman;bad;3;18783;3;50;0.016;2.926;0.047
AaronPressman;news;6;18783;5;50;0.032;1.454;0.046
AaronPressman;easy;3;18783;3;50;0.016;3.681;0.059
AaronPressman;senior;6;18783;6;50;0.032;2.124;0.068
AaronPressman;microsoft;9;18783;7;50;0.048;2.972;0.142
AaronPressman;framework;5;18783;3;50;0.027;4.528;0.121
AaronPressman;approved;7;18783;5;50;0.037;2.827;0.105
AaronPressman;making;12;18783;8;50;0.064;2.037;0.13
AaronPressman;conference;6;18783;6;50;0.032;2.144;0.068
AaronPressman;effort;4;18783;4;50;0.021;3.209;0.068
AaronPressman;strong;12;18783;7;50;0.064;1.5;0.096
AaronPressman;outside;5;18783;5;50;0.027;2.593;0.069
AaronPressman;clinton;25;18783;14;50;0.133;3.467;0.461
AaronPressman;signed;3;18783;3;50;0.016;2.941;0.047
AaronPressman;order;11;18783;8;50;0.059;2.572;0.151
AaronPressman;eliminating;3;18783;3;50;0.016;5.259;0.084
AaronPressman;features;13;18783;10;50;0.069;3.713;0.257
AaronPressman;contain;6;18783;5;50;0.032;4.39;0.14
AaronPressman;feature;3;18783;3;50;0.016;4.213;0.067
AaronPressman;break;5;18783;4;50;0.027;2.787;0.074
AaronPressman;codes;5;18783;4;50;0.027;5.745;0.153
AaronPressman;acting;5;18783;5;50;0.027;4.39;0.117
AaronPressman;administration;45;18783;18;50;0.24;3.045;0.729
AaronPressman;ability;6;18783;6;50;0.032;3.17;0.101
AaronPressman;decode;10;18783;9;50;0.053;5.521;0.294
AaronPressman;having;6;18783;6;50;0.032;2.631;0.084
AaronPressman;keys;11;18783;6;50;0.059;5.521;0.323
AaronPressman;recovery;26;18783;7;50;0.138;3.18;0.44
AaronPressman;escrow;3;18783;1;50;0.016;7.824;0.125
AaronPressman;terrorists;4;18783;4;50;0.021;5.745;0.122
AaronPressman;powerful;4;18783;4;50;0.021;3.239;0.069
AaronPressman;does;11;18783;11;50;0.059;2.107;0.123
AaronPressman;decoding;3;18783;3;50;0.016;6.725;0.107
AaronPressman;opposed;15;18783;14;50;0.08;3.576;0.286
AaronPressman;civil;6;18783;5;50;0.032;3.124;0.1
AaronPressman;libertarians;4;18783;4;50;0.021;6.438;0.137
AaronPressman;staff;4;18783;2;50;0.021;3.239;0.069
AaronPressman;foundation;3;18783;3;50;0.016;4.528;0.072
AaronPressman;right;11;18783;10;50;0.059;2.056;0.12
AaronPressman;free;14;18783;11;50;0.075;2.521;0.188
AaronPressman;saying;4;18783;3;50;0.021;1.763;0.038
AaronPressman;challenge;4;18783;4;50;0.021;3.313;0.071
AaronPressman;imposed;10;18783;9;50;0.053;3.665;0.195
AaronPressman;report;23;18783;9;50;0.122;2.019;0.247
AaronPressman;released;9;18783;8;50;0.048;2.972;0.142
AaronPressman;thursday;5;18783;5;50;0.027;1.498;0.04
AaronPressman;justify;3;18783;3;50;0.016;4.689;0.075
AaronPressman;draft;39;18783;9;50;0.208;4.063;0.844
AaronPressman;considering;13;18783;10;50;0.069;3.062;0.212
AaronPressman;bit;7;18783;3;50;0.037;2.926;0.109
AaronPressman;current;9;18783;6;50;0.048;1.737;0.083
AaronPressman;goal;5;18783;3;50;0.027;3.381;0.09
AaronPressman;economic;11;18783;9;50;0.059;1.995;0.117
AaronPressman;activity;6;18783;6;50;0.032;3.17;0.101
AaronPressman;proposals;6;18783;5;50;0.032;3.547;0.113
AaronPressman;governments;8;18783;4;50;0.043;3.835;0.163
AaronPressman;head;7;18783;7;50;0.037;2.237;0.083
AaronPressman;feel;4;18783;3;50;0.021;3.26;0.069
AaronPressman;way;17;18783;15;50;0.091;1.724;0.156
AaronPressman;affecting;3;18783;3;50;0.016;4.733;0.076
AaronPressman;fast;3;18783;3;50;0.016;2.82;0.045
AaronPressman;countries;12;18783;4;50;0.064;2.526;0.161
AaronPressman;task;7;18783;6;50;0.037;3.873;0.144
AaronPressman;avoid;6;18783;5;50;0.032;3.576;0.114
AaronPressman;bank;52;18783;15;50;0.277;1.728;0.478
AaronPressman;comments;9;18783;8;50;0.048;3.097;0.148
AaronPressman;industry;35;18783;22;50;0.186;1.038;0.194
AaronPressman;includes;7;18783;5;50;0.037;3.037;0.113
AaronPressman;lotus;3;18783;3;50;0.016;4.828;0.077
AaronPressman;implementing;3;18783;3;50;0.016;5.116;0.082
AaronPressman;october;7;18783;5;50;0.037;2.117;0.079
AaronPressman;announcement;3;18783;3;50;0.016;2.827;0.045
AaronPressman;wrote;5;18783;3;50;0.027;3.892;0.104
AaronPressman;changes;6;18783;6;50;0.032;2.463;0.079
AaronPressman;approach;15;18783;10;50;0.08;3.281;0.262
AaronPressman;spokeswoman;4;18783;2;50;0.021;3.07;0.065
AaronPressman;domestic;4;18783;4;50;0.021;2.13;0.045
AaronPressman;met;8;18783;5;50;0.043;3.045;0.13
AaronPressman;process;6;18783;5;50;0.032;2.496;0.08
AaronPressman;going;4;18783;3;50;0.021;1.447;0.031
AaronPressman;final;11;18783;6;50;0.059;2.472;0.145
AaronPressman;compromise;5;18783;4;50;0.027;4.358;0.116
AaronPressman;containing;8;18783;6;50;0.043;4.934;0.21
AaronPressman;programs;8;18783;6;50;0.043;4.186;0.178
AaronPressman;scramble;6;18783;6;50;0.032;5.051;0.161
AaronPressman;unreadable;6;18783;6;50;0.032;5.878;0.188
AaronPressman;cold;4;18783;4;50;0.021;4.04;0.086
AaronPressman;coding;5;18783;5;50;0.027;6.032;0.161
AaronPressman;means;4;18783;3;50;0.021;2.637;0.056
AaronPressman;substantial;7;18783;7;50;0.037;3.229;0.12
AaronPressman;counter;6;18783;6;50;0.032;3.393;0.108
AaronPressman;make;7;18783;7;50;0.037;1.317;0.049
AaronPressman;jobs;4;18783;4;50;0.021;2.941;0.063
AaronPressman;far;6;18783;5;50;0.032;1.73;0.055
AaronPressman;difficult;7;18783;7;50;0.037;2.496;0.093
AaronPressman;enacted;4;18783;4;50;0.021;4.934;0.105
AaronPressman;direction;3;18783;2;50;0.016;3.73;0.06
AaronPressman;implement;3;18783;3;50;0.016;4.78;0.076
AaronPressman;seen;10;18783;9;50;0.053;1.838;0.098
AaronPressman;date;3;18783;2;50;0.016;3.028;0.048
AaronPressman;headed;4;18783;3;50;0.021;3.697;0.079
AaronPressman;wrong;4;18783;4;50;0.021;3.781;0.081
AaronPressman;definition;3;18783;3;50;0.016;5.116;0.082
AaronPressman;allow;32;18783;20;50;0.17;2.267;0.386
AaronPressman;stored;3;18783;2;50;0.016;4.991;0.08
AaronPressman;message;3;18783;2;50;0.016;4.241;0.068
AaronPressman;required;5;18783;5;50;0.027;3.097;0.082
AaronPressman;demand;10;18783;6;50;0.053;2.127;0.113
AaronPressman;suggest;7;18783;5;50;0.037;4.04;0.151
AaronPressman;mass;3;18783;3;50;0.016;3.455;0.055
AaronPressman;trying;4;18783;4;50;0.021;2.551;0.054
AaronPressman;district;6;18783;4;50;0.032;3.953;0.126
AaronPressman;judge;9;18783;5;50;0.048;3.561;0.171
AaronPressman;unions;31;18783;3;50;0.165;4.186;0.691
AaronPressman;membership;8;18783;3;50;0.043;4.423;0.188
AaronPressman;limits;19;18783;10;50;0.101;3.953;0.4
AaronPressman;institutions;12;18783;8;50;0.064;3.088;0.197
AaronPressman;adopted;6;18783;5;50;0.032;4.063;0.13
AaronPressman;single;10;18783;4;50;0.053;2.949;0.157
AaronPressman;common;12;18783;8;50;0.064;3.028;0.193
AaronPressman;jackson;8;18783;1;50;0.043;5.627;0.24
AaronPressman;issued;7;18783;5;50;0.037;2.926;0.109
AaronPressman;limited;10;18783;8;50;0.053;2.972;0.158
AaronPressman;organization;3;18783;3;50;0.016;4.934;0.079
AaronPressman;ncua;9;18783;2;50;0.048;7.131;0.342
AaronPressman;multiple;5;18783;4;50;0.027;4.328;0.115
AaronPressman;worked;3;18783;3;50;0.016;3.442;0.055
AaronPressman;regulator;6;18783;5;50;0.032;4.086;0.131
AaronPressman;agency;7;18783;2;50;0.037;2.694;0.1
AaronPressman;applications;3;18783;3;50;0.016;3.59;0.057
AaronPressman;matter;3;18783;3;50;0.016;3.27;0.052
AaronPressman;hearing;8;18783;3;50;0.043;3.932;0.167
AaronPressman;american;9;18783;8;50;0.048;2.137;0.102
AaronPressman;bankers;18;18783;11;50;0.096;3.835;0.368
AaronPressman;north;3;18783;3;50;0.016;2.335;0.037
AaronPressman;carolina;3;18783;3;50;0.016;5.521;0.088
AaronPressman;family;3;18783;2;50;0.016;2.8;0.045
AaronPressman;grown;5;18783;5;50;0.027;3.799;0.101
AaronPressman;encompass;3;18783;3;50;0.016;6.438;0.103
AaronPressman;july;4;18783;3;50;0.021;2.147;0.046
AaronPressman;appeals;6;18783;4;50;0.032;4.298;0.137
AaronPressman;employer;3;18783;3;50;0.016;5.185;0.083
AaronPressman;injunctions;4;18783;1;50;0.021;7.824;0.167
AaronPressman;share;5;18783;5;50;0.027;1.089;0.029
AaronPressman;result;3;18783;3;50;0.016;2.263;0.036
AaronPressman;weeks;4;18783;4;50;0.021;2.323;0.049
AaronPressman;clearly;4;18783;3;50;0.021;2.882;0.061
AaronPressman;disappointed;4;18783;4;50;0.021;3.507;0.075
AaronPressman;competitive;3;18783;3;50;0.016;2.356;0.038
AaronPressman;interests;8;18783;8;50;0.043;2.861;0.122
AaronPressman;paul;7;18783;7;50;0.037;3.43;0.128
AaronPressman;requirement;4;18783;4;50;0.021;4.828;0.103
AaronPressman;huge;3;18783;3;50;0.016;2.256;0.036
AaronPressman;economy;8;18783;6;50;0.043;2.487;0.106
AaronPressman;obtained;4;18783;4;50;0.021;4.135;0.088
AaronPressman;reuters;4;18783;4;50;0.021;1.289;0.027
AaronPressman;magaziner;7;18783;1;50;0.037;7.824;0.292
AaronPressman;recommended;5;18783;4;50;0.027;4.135;0.11
AaronPressman;preparing;3;18783;3;50;0.016;3.873;0.062
AaronPressman;things;3;18783;2;50;0.016;2.62;0.042
AaronPressman;concerned;4;18783;4;50;0.021;3.097;0.066
AaronPressman;exports;3;18783;1;50;0.016;3.037;0.048
AaronPressman;movies;4;18783;4;50;0.021;4.39;0.093
AaronPressman;noted;3;18783;2;50;0.016;2.631;0.042
AaronPressman;tremendous;5;18783;5;50;0.027;4.358;0.116
AaronPressman;increase;6;18783;6;50;0.032;1.767;0.056
AaronPressman;kind;3;18783;3;50;0.016;3.142;0.05
AaronPressman;environment;3;18783;3;50;0.016;3.417;0.055
AaronPressman;measure;5;18783;5;50;0.027;3.65;0.097
AaronPressman;wholly;3;18783;3;50;0.016;4.689;0.075
AaronPressman;revise;3;18783;3;50;0.016;4.991;0.08
AaronPressman;controversial;7;18783;5;50;0.037;4.11;0.153
AaronPressman;meeting;20;18783;10;50;0.106;1.978;0.211
AaronPressman;telecommunications;6;18783;6;50;0.032;2.665;0.085
AaronPressman;secretary;9;18783;6;50;0.048;2.8;0.134
AaronPressman;reinsch;13;18783;6;50;0.069;6.032;0.418
AaronPressman;long;25;18783;14;50;0.133;1.267;0.169
AaronPressman;overhaul;4;18783;4;50;0.021;4.492;0.096
AaronPressman;era;3;18783;3;50;0.016;3.65;0.058
AaronPressman;coded;3;18783;2;50;0.016;6.438;0.103
AaronPressman;confidential;4;18783;4;50;0.021;4.457;0.095
AaronPressman;sent;4;18783;4;50;0.021;3.097;0.066
AaronPressman;actually;3;18783;2;50;0.016;3.835;0.061
AaronPressman;quite;3;18783;3;50;0.016;2.736;0.044
AaronPressman;think;8;18783;8;50;0.043;1.341;0.057
AaronPressman;turned;4;18783;4;50;0.021;3.161;0.067
AaronPressman;bills;19;18783;9;50;0.101;3.932;0.398
AaronPressman;cryptography;6;18783;4;50;0.032;6.438;0.206
AaronPressman;encrypted;3;18783;3;50;0.016;6.438;0.103
AaronPressman;recovering;3;18783;3;50;0.016;4.135;0.066
AaronPressman;hackers;8;18783;1;50;0.043;6.725;0.286
AaronPressman;included;6;18783;3;50;0.032;2.794;0.089
AaronPressman;picture;4;18783;4;50;0.021;3.576;0.076
AaronPressman;quickly;3;18783;3;50;0.016;2.964;0.047
AaronPressman;flaws;3;18783;1;50;0.016;6.438;0.103
AaronPressman;corporate;3;18783;3;50;0.016;2.39;0.038
AaronPressman;experts;5;18783;4;50;0.027;3.004;0.08
AaronPressman;power;3;18783;2;50;0.016;2.196;0.035
AaronPressman;institute;6;18783;6;50;0.032;3.892;0.124
AaronPressman;speeches;3;18783;3;50;0.016;5.878;0.094
AaronPressman;building;3;18783;3;50;0.016;2.364;0.038
AaronPressman;spokesman;12;18783;8;50;0.064;1.798;0.115
AaronPressman;past;9;18783;9;50;0.048;1.963;0.094
AaronPressman;nation;7;18783;7;50;0.037;2.551;0.095
AaronPressman;march;5;18783;5;50;0.027;2.107;0.056
AaronPressman;magazine;4;18783;1;50;0.021;4.135;0.088
AaronPressman;recently;7;18783;7;50;0.037;2.207;0.082
AaronPressman;fed;40;18783;8;50;0.213;4.733;1.008
AaronPressman;completely;4;18783;4;50;0.021;4.063;0.087
AaronPressman;measures;7;18783;6;50;0.037;3.209;0.12
AaronPressman;fidelity;3;18783;1;50;0.016;5.116;0.082
AaronPressman;mutual;7;18783;4;50;0.037;3.324;0.124
AaronPressman;funds;9;18783;5;50;0.048;2.516;0.121
AaronPressman;finance;3;18783;3;50;0.016;2.218;0.035
AaronPressman;previously;3;18783;3;50;0.016;2.827;0.045
AaronPressman;despite;5;18783;5;50;0.027;1.916;0.051
AaronPressman;governors;6;18783;4;50;0.032;5.878;0.188
AaronPressman;analysts;5;18783;4;50;0.027;0.863;0.023
AaronPressman;vote;5;18783;4;50;0.027;2.98;0.079
AaronPressman;subsidiaries;14;18783;5;50;0.075;4.298;0.32
AaronPressman;derive;5;18783;5;50;0.027;5.878;0.156
AaronPressman;percent;21;18783;10;50;0.112;0.503;0.056
AaronPressman;underwriting;15;18783;6;50;0.08;4.828;0.386
AaronPressman;comptroller;12;18783;8;50;0.064;5.745;0.367
AaronPressman;ludwig;3;18783;1;50;0.016;7.824;0.125
AaronPressman;begin;3;18783;3;50;0.016;2.934;0.047
AaronPressman;raise;4;18783;4;50;0.021;2.588;0.055
AaronPressman;pressure;6;18783;5;50;0.032;2.458;0.079
AaronPressman;scrap;4;18783;4;50;0.021;4.646;0.099
AaronPressman;glass;11;18783;7;50;0.059;4.423;0.259
AaronPressman;steagall;11;18783;7;50;0.059;5.878;0.344
AaronPressman;litan;8;18783;4;50;0.043;6.438;0.274
AaronPressman;brookings;4;18783;4;50;0.021;6.438;0.137
AaronPressman;led;3;18783;3;50;0.016;2.26;0.036
AaronPressman;charge;4;18783;4;50;0.021;2.506;0.053
AaronPressman;insurance;41;18783;11;50;0.218;2.957;0.645
AaronPressman;generally;5;18783;5;50;0.027;3.358;0.089
AaronPressman;creating;4;18783;4;50;0.021;3.619;0.077
AaronPressman;industries;9;18783;5;50;0.048;2.904;0.139
AaronPressman;playing;6;18783;6;50;0.032;3.953;0.126
AaronPressman;field;6;18783;6;50;0.032;3.65;0.117
AaronPressman;problems;7;18783;7;50;0.037;2.204;0.082
AaronPressman;fields;5;18783;3;50;0.027;4.269;0.114
AaronPressman;unfair;3;18783;3;50;0.016;4.991;0.08
AaronPressman;speech;8;18783;6;50;0.043;3.313;0.141
AaronPressman;opposes;4;18783;3;50;0.021;5.521;0.118
AaronPressman;age;3;18783;2;50;0.016;3.764;0.06
AaronPressman;marketplace;3;18783;3;50;0.016;3.953;0.063
AaronPressman;barriers;9;18783;7;50;0.048;4.358;0.209
AaronPressman;unanimously;3;18783;3;50;0.016;4.828;0.077
AaronPressman;dealing;6;18783;6;50;0.032;3.799;0.121
AaronPressman;limit;5;18783;5;50;0.027;3.665;0.098
AaronPressman;cited;4;18783;4;50;0.021;3.467;0.074
AaronPressman;cap;5;18783;3;50;0.027;4.423;0.118
AaronPressman;elated;3;18783;3;50;0.016;6.725;0.107
AaronPressman;rule;6;18783;5;50;0.032;2.546;0.081
AaronPressman;underwrite;4;18783;3;50;0.021;5.878;0.125
AaronPressman;incentive;4;18783;3;50;0.021;4.492;0.096
AaronPressman;managing;4;18783;4;50;0.021;2.755;0.059
AaronPressman;larry;4;18783;4;50;0.021;4.934;0.105
AaronPressman;larocca;4;18783;3;50;0.021;6.725;0.143
AaronPressman;pleased;4;18783;4;50;0.021;3.48;0.074
AaronPressman;santa;3;18783;3;50;0.016;4.605;0.074
AaronPressman;clause;3;18783;3;50;0.016;5.426;0.087
AaronPressman;gifts;3;18783;3;50;0.016;5.627;0.09
AaronPressman;house;21;18783;12;50;0.112;2.712;0.303
AaronPressman;neighbourhood;4;18783;4;50;0.021;5.878;0.125
AaronPressman;steve;3;18783;3;50;0.016;4.11;0.066
AaronPressman;firm;6;18783;4;50;0.032;1.774;0.057
AaronPressman;merrill;3;18783;2;50;0.016;3.912;0.062
AaronPressman;lynch;3;18783;2;50;0.016;3.799;0.061
AaronPressman;hoped;4;18783;4;50;0.021;3.161;0.067
AaronPressman;given;3;18783;3;50;0.016;2.222;0.035
AaronPressman;previous;6;18783;6;50;0.032;2.706;0.086
AaronPressman;coming;4;18783;4;50;0.021;2.496;0.053
AaronPressman;comprehensive;3;18783;3;50;0.016;5.051;0.081
AaronPressman;dramatic;3;18783;2;50;0.016;3.912;0.062
AaronPressman;morgan;3;18783;2;50;0.016;3.37;0.054
AaronPressman;revenues;7;18783;7;50;0.037;2.299;0.086
AaronPressman;trust;3;18783;3;50;0.016;3.547;0.057
AaronPressman;prohibits;4;18783;4;50;0.021;5.339;0.114
AaronPressman;engaging;3;18783;3;50;0.016;5.745;0.092
AaronPressman;affiliate;4;18783;4;50;0.021;5.185;0.11
AaronPressman;engaged;3;18783;3;50;0.016;5.116;0.082
AaronPressman;principally;3;18783;3;50;0.016;6.032;0.096
AaronPressman;currently;7;18783;7;50;0.037;2.134;0.08
